video_id,title,description,published_at,viewCount,likeCount,commentCount,duration
mZu1bnuIah8,High-Paying Skills: Day 8 #shorts,"High-Paying Skills: Day 8 #shorts

Graphic Design 💰

🚀What is it? 
Graphic designers create visual content.
🚀How to learn? 
Canva Design School is great. Practice designing logos and posters.
🚀 Earning potential? 
Graphic designers are always needed. 

#GraphicDesign #VisualArt
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-20 04:30:14+00:00,6820,527,9,31
Tae3WkURJdA,High-Paying Skills: Day 7 🚀 #shorts,"High-Paying Skills: Day 7 🚀 #shorts 

Project Management 😄

🚀What is it? 
Project managers keep projects on track.
🚀How to learn? 
PMI offers courses. Practice organizing tasks.
🚀 Earning potential? 
Project managers are well-compensated. 

#ProjectManagement #Leadership
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-19 04:30:09+00:00,4864,207,3,28
dfF6bVOT704,High paying skills: Day 06 #shorts,,2023-11-18 04:30:10+00:00,5261,232,1,23
BkT0xa_sg6o,High-Paying Skills: Day 5 🚀 #shorts,"High-Paying Skills: Day 5 🚀 #shorts

Digital Marketing 🤩 

🚀What is it? 
Digital marketing promotes businesses online.
🚀How to learn? 
 Google Digital Garage has free courses. Try social media marketing.
🚀 Earning potential? 
Can earn a good income.

#DigitalMarketing #OnlineMarketing
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-16 04:30:03+00:00,5348,333,5,36
pHuKSRB1UoA,High-Paying Skills: Day 4 🚀 #shorts,"Web Development 🤯

🚀What is it? 
Web development is building websites and web apps.
🚀How to learn? 
Start with HTML and CSS. Codecademy has great lessons.
🚀 Earning potential? 
Web developers are needed everywhere.

#WebDevelopment #Coding #WebDesign
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-15 04:30:16+00:00,4169,239,6,27
LJRtWlVq_WE,Learn Canva in just 30 mins 🚀 | Canva Tutorial For Beginners in Hindi,"Learn Canva in just 30 mins | Canva Tutorial For Beginners 
In this video, you learn How to Use Canva as a  Beginner.   
Today, you'll learn how to use Canva step by step! It's a full Canva Tutorial for beginners explaining all the Canva functionalities, effects, and techniques you can use to create engaging graphics. 

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Time stamps:- 
00:00 Intro
00:24  How to log in
00:36 Interface Overview
02:04 About MAGIC Studio
02:34 About Templates
03:43 Canva Free Vs Canva Pro
04:26 How to upload your files?
04:50 How to create a custom dimension design canvas?
05:19 Entering canvas page
05:42 How to name the file?
06:19 How to get started with design?
06:40 Adding Text
05:57 Changing Font
07:30 Adding/Changing Colors
08:00 About group option
08:43 Adding gradient
08:56 Adding Elements
09:25 Adding Photos
09:59 How to set an image as a background?
10:08 About Transparency 
10:30 Add videos
10:48 Add headings
11:39 Text functions
12:43 Letter and line spacing
13:00 Text Effects
15:50 Copy Style Tool
16:33 Uploading file (option 2)
16:52 Canva's Draw feature
17:40 Bg remover
17:54 How to outline an image?
18:54 Autofocus Feature 
19:10 Blur feature
19:20 Dutone Feature
19:56 How to find similar elements?
21:10 Position tab
21:57 Rulers and guides
22:40 Magic Resizer
23:27 Magic Translate
24:22 Find and Replace Text
25:18 Downloading a Particular section
25:33 More functions
26:28 How to Download?
26:56 Outro

🌟Tags🌟
canva 
canva full course
canva tutorial for beginners
canva tutorial
how to use canva,canva tutorials
learn canva
how to use canva for Beginners
Canva Tutorial
canva full tutorial for beginners in hindi

🌟Hashtags🌟
#shrutirajput #canva #canvatutorial",2023-11-14 04:30:10+00:00,740523,18187,752,1707
CtmPhbDe0Q4,High-Paying Skills: Day 3 #shorts,"Cybersecurity Analyst🤖

🚀What is it? 
Cybersecurity is about keeping data safe from hackers.
🚀How to learn? 
Check Cybrary for free courses. Practice ethical hacking.
🚀 Earning potential? 
Cybersecurity experts can earn well.

#Cybersecurity #InfoSec #CyberProtection
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-13 04:30:02+00:00,6774,377,8,34
AKYJj8GzdxU,High-Paying Skills: Day 2 #shorts,"High-Paying Skills: Day 2 #shorts 


AI (Artificial Intelligence) 🤖

🚀What is it? 
AI makes computers think and learn like humans.
🚀How to learn? 
Try online courses from Udacity. Build chatbots and play with AI tools.
🚀 Earning potential? 
AI specialists are in high demand. 

#ArtificialIntelligence #AI #MachineLearning
 #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-12 04:30:02+00:00,5195,295,7,24
3h5Td8LQY-8,High-Paying Skills: Day 1 🚀 #shorts,"📊 Data Science:

🚀What is it? 
Data science is about finding valuable insights in data.
🚀How to learn? 
Start with online courses like Coursera. Be curious and practice.
🚀 Earning potential? 
Data scientists can earn a six-figure salary.

 #DataScience #DataAnalytics #freelancer #makemoneyonline #shrutirajput #reels

🐼 Save and share for more!

P.S. I recently launched my course and it is packed with 37+ recorded lectures and weekly live sessions where we will connect and learn together for the next 6 months. 
The link is in the bio!

1:1 Mentorship for Canva learners and freelancers: Find the link in the bio.
My  Recent book details are in the bio as well.",2023-11-11 04:30:01+00:00,8915,563,13,30
5WZbIIm3BZw,"How to approach, write and talk to clients as a newbie freelancer 🚀 | Freelancing Tips for Beginners","How to get orders as a newbie freelancer on Upwork/Fiverr 🚀 | Freelancing Tips for Beginners

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Timestamps:-
00:00 Intro
00:35 The Real Reason
01:35 Tip 01
02:57 How to pitch?
05:00 How to frame a proposal?
07:00 About Portfolio
08:30 Bonus tip
08:40 Outro

Music Credits:
Song: KSMK & Esperanza - Juego Oscuro (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link: https://www.youtube.com/watch?v=BLZvJdcrCoM
Song: JayJen - Rainbow (Vlog No Copyright Music)
Music promoted by Vlog No Copyright Music.
Video Link:   https://www.youtube.com/watch?v=4Lk7_Z-kocs
Song: ROFEU - Midnight Lover
Music provided by Vlog No Copyright Music.
Creative Commons - Attribution 3.0 Unported
Video Link:   https://www.youtube.com/watch?v=A8zChZlq-Ws

✨ Tags ✨
how to get clients
client hunting course
how to find clients
freelancing
client hunting
how to get clients on LinkedIn
Fiverr
Upwork

✨ Hashtags ✨
#shrutirajput #fiverr #upwork",2023-11-10 04:30:07+00:00,8581,332,66,570
hPSh3nWMkE0,You can not earn using mobile phone 📱 🚀 #shorts,You can not earn using mobile phone 📱 🚀 #shorts #shrutirajput #freelancing,2023-11-08 04:30:13+00:00,8352,749,19,39
aNlX3opM5CI,How to make money with Canva on Fiverr | Freelancing for Beginners | Live demo of Card designing  💻,"HOW TO EARN MONEY WITH CANVA ON FIVERR | Freelancing for Beginners |Live demo of Card designing  💻

In this quick video, I talk about how you can earn money with canva on Fiverr.
How To Use Canva & Make Money Selling On Fiverr!

I show you guys how to start making money on Fiverr by using the free online editing software called Canva! How to start selling your services and gigs on Fiverr within hours! Simply figure out which service niche you want to provide and Canva will provide a bunch of existing templates to help you get started!

✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

❤️ CANVA LINK --    https://www.canva.com/join/affix-partly-boot

🎙️Mic - (Boya) - https://amzn.to/3w1RK5s
 🌟Ring Light - https://amzn.to/3A1ZPun

💻 The best laptop for graphic design( According to me):-
1.  Lenovo Ideapad -  https://amzn.to/3gP3bsV
2.  Acer Swift 5 - https://amzn.to/3zOIntc
3.  Lenovo Yoga Slim 7 - https://amzn.to/2SltE8d
4. HP Omen 15 - https://amzn.to/3vQS46Y
5. ASUS ZenBook 14 -  https://amzn.to/3gQpnmM
6. Apple M1 Macbook Air - https://amzn.to/2U0e81K
7. ASUS ZenBook Duo - https://amzn.to/3j3zPJ1 
8. Dell XPS 15 - https://amzn.to/3gUt3md
9. Apple Macbook Pro 16 - https://amzn.to/3hd3wVB

Instagram:  https://www.instagram.com/shrutirajput576/

I think it's a great skill beginner freelancers can pick up easily and start making extra money online in 2021.

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Time Stamps 🌟
00:00 Intro
00:30 Thank you cards services
02:50 Canva tutorial
10:29 Final look
10:35 Outro

Fiverr and canva
how to earn money by freelancing
freelancing for beginners
how to make money with canva
 ways to make money online
how to make extra money online 2021
canva tutorial
Fiverr

✨ hashtags ✨
#shrutirajput #canva #makemoneyonline #FIVERR #fiverr #onlinefiverr #onlinefiverrr #tutorial #online #money #onlineselling #digitalproducts #fiverrandcanva",2023-11-07 04:30:14+00:00,79202,1578,135,654
SyS2-H70Gx0,How to Make a Website in 20 mins - Simple & Easy 🚀  (Step-by-Step Tutorial),"How to Make a Website in 20 mins - Simple & Easy

Do you want to create your website as fast as possible? Do you want economical web hosting with a FREE domain name? Are you a noob just like me? then go ahead and check this amazing offer from Hostinger. Click on the link below: 

Use This Link to Buy affordable Hosting from Hostinger:  https://hostinger.in/shruti
Please use my personal coupon code and get an additional 10% discount: SHRUTI 
___________________________________________________________________________

✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟
❤️ CANVA LINK --    https://www.canva.com/join/affix-partly-boot

🌟Timestamps:🌟
00:00 Intro
00:21 What is Domain?
00:40 What is Web Hosting?
01:03 Design a no-code website
01:24 Step 01
01:26 Why Hostinger?
02:09 Purchasing the right web hosting plan.
05:55 Claim Free Domain Name
07:29 How to access the Hostinger Website Builder
09:38 Choosing a Template
10:56 How do you add your logo?
11:42 How to edit the header?
12:38 How to edit Buttons?
13:47 How to add a Section?
14:07 Editing the Form Section
15:35 How to add Social Media links?
15:50 How to preview your Website?
16:27 Make your website Live.
17:10 Some more Features.
17:30 Outro

🌟 Tags
how to make a website
make a website
website
how to create a website
how to build a website
create a website

🌟 Hashtags
#shrutirajput #hostinger #websitedesign",2023-11-04 04:30:08+00:00,5468,275,49,1117
QC9VrRN8RAk,How to find clients on instagram as a Freelancer (FAST) 🚀 | Shruti Rajput,"How to find clients on Instagram as a Freelancer (FAST) 🚀

In this video, I am gonna tell you a step-by-step process by which you can close your 1st client on Instagram.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Time Stamps:
00:00 Intro
00:30 Finding the Ideal Client
00:48 About Cold DM
01:14 Way 02
02:30 2 Benefits of using way 02
02:57 Profile Optimization
04:21 Service & Offer
05:00 Step 03
06:21 About Hashtags
06:49 Follow the leaders
08:30 Outro

Music Credits:
Song: MBB - Beach (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link: https://www.youtube.com/watch?v=bfjxyOtpvlA

MUSIC:- https://www.youtube.com/watch?v=D5WZ8eOJ9VM
Steps · Anno Domini Beats:-  https://www.youtube.com/watch?v=SJPjoFr4oL4
No Need For Labels: - https://www.youtube.com/watch?v=14awqnK2a0I
Find Your Way Beat · Nana Kwabena:- https://www.youtube.com/watch?v=Jl2qv2HrwX4
Fantasy – Declan DP (No Copyright Music):- https://www.youtube.com/watch?v=aDlBxvA3A08

🌟Tags
how to find clients
how to get freelance clients
how to start freelancing
How to find clients on Instagram
ways to get clients on Instagram
how to find clients for video editing

🌟 Hashtags
#clients #freelancing #shrutirajput",2023-10-31 04:30:12+00:00,70096,2293,157,558
sqIKGFzL-Eg,Shruti Rajput is live! Let’s solve your doubts 📣,"Enroll in ""Graphic Design with Canva and Money Making Mastery"" presented by Creators Connect & Shruti Rajput ~ your friendly freelance coach and Fiverr's top seller! 🚀 

In this course, you'll master powerful design techniques through a series of engaging lessons hands-on activities, and weekly live sessions.

To know more about the course:- https://creator.tagmango.app/shrutirajput",2023-10-29 01:43:55+00:00,1485,73,12,3525
TJIAbxao0QY,If I have to start freelancing from 0 again 🚀 #shorts,If I have to start freelancing from 0 again 🚀 #shorts #shrutirajput #ytshorts,2023-10-28 04:30:17+00:00,4793,426,16,61
MMR4icpN5bo,Get unlimited freelance clients 🤩 #shorts,"how to get clients fast
Get unlimited freelance clients",2023-10-26 04:30:06+00:00,4016,340,8,59
Blxes_k6V9c,This is why you are not getting any clients! 🤑 *MUST WATCH FOR FREELANCERS*,"This is why you are not getting any clients! 🤑 *MUST WATCH FOR FREELANCERS*

In this video, I'm going to share with you why you're not getting any clients and what you need to do to change that.

If you're struggling to find clients, this video is for you. I'm going to share with you the biggest reasons why you're not getting clients and what you can do to change that. 

✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🎨 Feeling LOST in the vast world of Graphic Design? 🤔
Wondering where to start, how to master the tools, or even land that FIRST CLIENT. 😰
You’re not alone! 
But guess what? ✨ There’s a CLEAR PATH! ✨
Introducing: Graphic Design with Canva and Money Making Mastery.
🔸 Struggling with Canva basics? 🖥️ Dive into 12+ beginner-focused modules. 
🔸 Tired of Boring theories? 📚 Experience hands-on exercises. 
🔸 Dreaming of your first paycheck? 💸 We’ve got a roadmap to get you a client in just 30-60 days!
PLUS: eBooks, bonuses, and live sessions to GUIDE, SUPPORT, and INSPIRE you.
Don’t let confusion hold back your passion! 🌟 
USE CODE “CC10” TO GET A FLAT 10% OFF ( Limited Time Offer)
SIGN UP NOW and turn those design dreams into a Successful reality! 💪
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

❤️ CANVA LINK --    https://www.canva.com/join/affix-partly-boot

🌟 Time Stamps 🌟
00:00 Intro
00:54 2 Ways to find clients
01:25 Clear idea about TG
02:06 About LinkedIn
03:36 Why Canva?
04:53 Earning Proof
05:33 Money should not be your 1st priority
06:07 Gist time
07:58 Outro

Due Music Credits:
- https://youtu.be/14awqnK2a0I?si=meqAYLhp7anVoe3P
- https://youtu.be/bfjxyOtpvlA?si=MutFXTJ2aNhXikpq
- YouTube Audio Library
- https://youtu.be/1WwdjSC7_ZA?si=acuk47Fwt0ovaaaD

🌟 Tags
how to get freelancing clients
how to get freelance clients on LinkedIn 
how to get freelancing clients on Twitter
how to find clients for social media marketing
how to find clients as a freelancer
how to make money online as a teenager
how to find clients

🌟 Hashtags
#shrutirajput #freelancing #clients",2023-10-24 04:30:11+00:00,7117,336,90,524
